chapter,verse,question,answer
8,45,"What did Jesus say","“Who was it that touched me”"
8,45,"When did Peter say","When all denied it"
8,45,"What did Peter say","“Master, the crowds surround you and are pressing in on you”"
8,45,"Who surround you and are pressing in on you [OR Who denied it]","The crowds OR All"
8,46,"Who said","Jesus"
8,46,"What did Jesus say","“Someone touched me, for I perceive that power has gone out from me”"
8,46,"Who touched me","Someone"
8,46,"What do I perceive has gone out from me [OR What has gone out from me]","Power"
8,47,"When did she come trembling","When the woman saw that she was not hidden"
8,47,"Who saw that she was not hidden (came trembling, declared)","The woman"
8,47,"What did the woman see that she was not [OR What was she not]","Hidden"
8,47,"How did she come","Trembling"
8,47,"In what did she declare","The presence of all the people"
8,47,"What did she declare","Why she had touched him, and how she had been immediately healed"
8,47,"How had she been healed [OR When had she been healed]","Immediately"
8,47,"What had she been","Healed"
8,48,"What did he say","“Daughter, your faith has made you well; go in peace”"
8,48,"What has made you well","You faith"
8,48,"In what go","Peace"
8,49,"When did someone from the ruler’s house come (and say)","While he was still speaking"
8,49,"Who came and said","Someone from the ruler’s house"
8,49,"What did someone from the ruler’s house say (come and)","“Your daughter is dead; do not trouble the Teacher any more”"
8,49,"Who is dead","Your daughter"
8,49,"What is your daughter","Dead"
8,49,"Do not what","Trouble the teacher"
8,49,"Whom do not trouble","The teacher (any more)"
8,49,"When do not trouble the teacher","Any more"
8,50,"Who answered","Jesus"
8,50,"On when did Jesus answer","Hearing this"
8,50,"What did Jesus answer","“Do not fear; only believe, and she will be well”"
8,50,"Do not what","Fear"
8,50,"What will she be","Well"
8,51,"When did he allow no one to enter with him","When he came to the house"
8,51,"To what did he come","The house"
8,51,"Whom did he allow to enter [OR Except whom did he allow no one to enter (with him)]","No one OR Peter and John and James, and the father and mother of the child"
8,52,"Who were weeping and mourning for her","All"
8,52,"What did he say","“Do not weep, for she is not dead but sleeping”"
8,52,"Do not what","Weep"
8,52,"Why do not weep","For she is not dead but sleeping"
8,52,"What is she","Not dead but sleeping"
8,53,"Knowing what did they laugh (at him)","That she was dead"
8,53,"What was she","Dead"
8,54,"Saying what did he call","“Child, arise”"
8,54,"Who arise","Child"
8,55,"What returned","Her spirit"
8,55,"At what did she get up","Once"
8,55,"What did he direct should be given her to eat [OR What should be given her to eat]","(That) Something"
8,56,"Who were amazed","Her parents"
8,56,"What were her parents","Amazed"
8,56,"What did he charge them to tell no one","What had happened"
8,56,"Whom did he charge them to tell","No one"
9,1,"Whom did he call together","The twelve"
9,1,"What did he give them","Power and authority (to cure diseases)"
9,1,"Over whom did he give them power and authority","All demons"
9,1,"Why did he give them power and authority","(Over all demons and) To cure diseases"
9,2,"Why did he send them out","To proclaim the kingdom of God and to heal"
9,2,"To proclaim what did he send them out","The kingdom of God"
9,3,"What did he say","“Take nothing for your journey, no staff, nor bag, nor bread, nor money; and do not have two tunics”"
9,3,"Take what","Nothing (for your journey) OR No staff, nor bag, nor bread, nor money"
9,3,"For what take nothing","Your journey"
9,3,"What do not have","Two tunics"
9,5,"Where shake off the dust from your feet","Wherever they do not receive you OR That town"
9,5,"When shake off the dust from your feet","When you leave that town"
9,5,"What shake off","The dust (from your feet)"
9,5,"From what shake off the dust","Your feet"
9,5,"As what shake off the dust (from your feet)","(A) Testimony against them"
9,6,"Through where did they go (depart and)","The villages"
9,6,"Preaching what did they go (depart and, through the villages)","The gospel"
9,6,"Healing where did they go (depart and, through the villages)","Everywhere"
9,7,"Who heard (about all that was happening, was perplexed)","Herod the tetrarch"
9,7,"About what did Herod the tetrarch hear","All that was happening"
9,7,"What was he (Herod, the tetrarch)","Perplexed"
9,7,"Why was he perplexed (Herod, the tetrarch)","Because it was said by some that John had been raised from the dead"
9,7,"What was it said by some","That John had been raised from the dead"
9,7,"By whom was it said","Some"
9,9,"Who said","Herod"
9,9,"What did Herod say","“John I beheaded, but who is this about whom I hear such things”"
9,9,"What did he seek","To see him"
9,10,"On what did the apostles tell him all that they had done","Their return"
9,10,"Who told him all that they had done","The apostles"
9,10,"What did the apostles tell him","All that they had done"
9,10,"To where did he withdraw apart (take them and)","(A) Town called Bethsaida"
9,11,"When did they follow him","When the crowds learned it"
9,11,"Who learned it (followed him)","(They) The crowds"
9,11,"Of what did he speak (to them)","The kingdom of God"
9,11,"Whom did he cure","Those who had need of healing"
9,11,"Of what did those have need","Healing"
9,12,"What began to wear away","The day"
9,12,"Who came and said","The twelve"
9,12,"What did the twelve say (come and)","“Send the crowd away to go into the surrounding villages and countryside to find lodging and get provisions, for we are here in a desolate place”"
9,12,"Send whom away","The crowd"
9,12,"Why send the crowd away","To go into the surrounding villages and countryside to find lodging and get provisions OR For we are here in a desolate place"
9,12,"Where send the crowd","Away OR Into the surrounding villages and countryside"
9,12,"In where are we (here)","(A) Desolate place"
9,13,"What did he say","“You give them something to eat”"
9,13,"What give them","Something to eat"
9,13,"Why give them something","To eat"
9,13,"What did they say","“We have no more than five loaves and two fish, unless we are to go and buy food for all these people”"
9,13,"What do we have","No more than five loaves and two fish"
9,13,"Unless what do we have no more than five loaves and two fish","We are to go and buy food for all these people"
9,14,"Who were there","About five thousand men"
9,14,"To whom did he say","His disciples"
9,14,"What did he say (to his disciples)","“Have them sit down in groups of about fifty each”"
9,14,"In what have them sit down","Groups of about fifty each"
9,16,"Taking what did he look up (to heaven and say a blessing, he gave them to the disciples)","The five loaves and the two fish"
9,16,"To where did he look up","Heaven"
9,16,"What did he say","(A) Blessing"
9,16,"What did he break (he gave them to the disciples)","The loaves"
9,16,"To whom did he give them","The disciples"
9,16,"Why did he give them (to the disciples)","To set before the crowd"
9,17,"What were they","Satisfied"
9,17,"What was picked up","What was left over OR Twelve baskets of broken pieces"
9,18,"What happened","(It,) That as he was praying alone, the disciples were with him"
9,18,"As what were the disciples with him","He was praying alone"
9,18,"Who were with him","The disciples"
9,18,"What did he ask","“Who do the crowds say that I am”"
9,19,"What did they answer","“John the Baptist, but others say, Elijah, and others, that one of the prophets of old has risen”"
9,19,"What do others say","Elijah OR That one of the prophets of old has risen"
9,19,"Who say","Others"
9,20,"What did he say","“But who do you say that I am”"
9,20,"Who answered","Peter"
9,20,"What did Peter answer","“The Christ of God”"
9,21,"How did he charge and command them","Strictly"
9,21,"What did he charge and command them (strictly)","To tell this to no one"
9,21,"To whom did he charge and command them to tell this (strictly)","No one"
9,22,"Who must suffer (many things) [OR Who must be rejected (by the elders and chief priests and scribes) OR Who must be killed OR Who must be raised (on the third day)]","The Son of Man"
9,22,"What must the Son of Man suffer","Many things"
9,22,"What must the son of Man be","Rejected OR Killed OR Raised"
9,22,"By whom must the Son of Man be rejected","The elders and chief priests and scribes"
9,22,"On when must the Son of Man be raised","The third day"
9,23,"To whom did he say","All"
9,23,"What did he say","“If anyone would come after me, let him deny himself and take up his cross daily and follow me”"
9,23,"If what let him deny himself and take up his cross daily and follow me","Anyone would come after me"
9,23,"What let him take up","His cross (daily)"
9,23,"How let him take up his cross [OR When let him take up his cross]","Daily"
9,24,"Who will lose it","Whoever would save his life"
9,24,"Who will save it","Whoever loses his life for my sake"
9,26,"Of whom will the Son of Man be ashamed","Whoever is ashamed of me and of my words"
9,26,"Who will be ashamed (of him)","The Son of Man"
9,26,"What will the Son of Man be","Ashamed (of him)"
9,26,"When will the Son of Man be ashamed (of him)","When he comes in his glory and the glory of the Father and of the holy angels"
9,27,"How do I tell you","Truly"
9,27,"Who are there [OR Who will not taste death until they see the kingdom of God]","Some standing here"
9,27,"What will some not taste until they see the kingdom of God","Death"
9,27,"Until when will some not taste death","They see the kingdom of God"
9,28,"About when did he take with him Peter and John and James and go up","(Now about) Eight days after these sayings"
9,28,"Whom did he take with him","Peter and John and James"
9,28,"On where did he go up","The mountain"
9,28,"Why did he go (up on the mountain)","To pray"
9,29,"As what was the appearance of his face altered","He was praying"
